paper, title, mission/instruments, models, manually reviewed, CMR datasets,,,correct, missed, extraneous
W7D2JU22,2018_Latha_Response of heterogeneous vegetation to aerosol radiative forcing over a.pdf,'terra/modis'(2); 'aqua/modis'(1), 'merra'(4),GLDAS_NOAH10_3H;GLDAS_NOAH10_M;M2TMNXRAD,,,,0, 3, 0
YKZCED2X,2017_Pinker_ENSO impact on surface radiative fluxes as observed from space.pdf,'terra/modis'(1); 'aqua/modis'(1), 'merra-2'(3); 'merra'(3),M2TMNXLFO;M2T1NXRAD;M2TMNXRAD;M2T1NXLFO;M2TMNXOCN,MYD11CM1N;MAM07S0;MAC06S1;MOD11CM1N;MAC07S1;MAC06S0;MOD11CM1D;MAC07S0;MAM06S0;MYD11CM1D,,,0, 5, 10
LMPEL28G,2011_Labow_Diurnal variation of 340 nm Lambertian equivalent reflectivity due to clouds.pdf,'terra/modis'(10); 'aqua/modis'(10); 'aura/omi'(1), ,MSLERLSTL3d10;MSLERLSTL3zm;MSLERNNL3d10;MSLERNNL3zm,OMO3PR;OMDOAO3G;OMTO3G;OMTO3e;OMDOAO3e;OMTO3d;OMDOAO3Z;OMDOAO3,,,0, 4, 8
G6JI4ETW,2016_Gaetani_A synoptic characterization of the dust transport and associated thermal.pdf,'terra/modis'(1); 'aqua/modis'(1), 'merra'(8); 'geos-5'(1),MOD08_D3;MYD08_D3;MAI3CPASM;MAIMCPASM,MYD11CM1N;MAM07S0;MAC06S1;MOD11CM1N;MAC07S1;MAC06S0;MOD11CM1D;MAC07S0;MAM06S0;MYD11CM1D,,,0, 4, 10
DAKDFSTI,2018_Ma_Observational constraint on cloud susceptibility weakened by aerosol retrieval.pdf,, ,AIRX3SPD;SWDB_L3M10,,,,0, 2, 0
JM4MBWJG,2016_Turner_Variation in vegetation cover and livestock mobility needs in Sahelian West.pdf,, ,TRMM_3B42_Daily,,,,0, 1, 0
L9RNB6QB,2016_Petkov_Variability in solar irradiance observed at two contrasting Antarctic sites.pdf,, ,OMAERUVd;AIRS3STD,,,,0, 2, 0
L3QTB24M,2016_Hamunyela_Using spatial context to improve early detection of deforestation from Landsat.pdf,, ,TRMM_3B43,,,,0, 1, 0
IUTVRRDV,2016_Fan_Urbanization and environmental change during the economic transition on the.pdf,'aura/omi'(1), 'merra'(2),OMSO2e;OMNO2d;OMAEROe;MAT1NXFLX;MATMNXSLV,OMVFPITMET;OMMYDCLD;OMUFPITMET,,,0, 5, 3
H5SG3MEL,2016_Cordero_The Solar Spectrum in the Atacama Desert.pdf,'aura/omi'(1); 'aqua/airs'(1), ,SWDB_L305;AIRS3STD,,,,0, 2, 0
PZNIIWF7,2016_Kambezidis_The solar dimming-brightening effect over the Mediterranean Basin in the period.pdf,'trmm/tmi'(1); 'aqua/modis'(1); 'terra/modis'(1), 'merra'(17); 'geos-5'(2); 'merra-2'(2),MATMNXRAD,,,,0, 1, 0
H989YWFK,2016_Kumar_The influence of meteorological parameters and atmospheric pollutants on.pdf,'aura/omi----level 3'(2); 'aura/omi'(2); 'terra/modis----level 3'(1), ,MOD13C2;MYD13C2;TRMM_3B43;MOD08_M3;AIRS3C2M;OMNO2d;OMTO3e,OMNO2;OMNO2d;OMDOAO3e;OMTO3d;OMTO3G;OMI_MINDS_NO2;OMNO2G;OMNO2_CPR;OMUFPITMET;OMVFPITMET;OMTO3e;OMMYDCLD;OMDOAO3G;OMI_MINDS_NO2d;OMO3PR;MOD11CM1N;OMDOAO3Z;MOD11CM1D;OMDOAO3,,,2, 5, 17
RCWLD8JZ,2016_Kulkarni_The atmospheric electrical index for ENSO modoki.pdf,, 'merra'(3); 'geos-5'(1),MATMFXCHM;MATMNXSLV;MAIMNPASM;MATMNXRAD;TOMSEPL3;TOMSN7L3;MOD08_M3,,,,0, 7, 0
6TUQ2NZA,2016_Fernández_Testing the skill of numerical hydraulic modeling to simulate spatiotemporal.pdf,, ,TRMM_3B42,,,,0, 1, 0
KTAJ23NA,2016_Ge_Temporal Variability and Potential Diffusion Characteristics of Dust Aerosol.pdf,'aura/omi'(1); 'aura/omi----level 2g'(1), ,OMAERUVd,,,,0, 1, 0
3MZVCABY,2016_Jury_Summer climate of Madagascar and monsoon pulsing of its vortex.pdf,, 'merra'(5),MYD11C3;MOD11C3;MATMNXSLV;MAT1NXSLV;MATMNXFLX;AIRS3STD,,,,0, 6, 0
4CH733CV,2016_Crosbie_Stratocumulus Cloud Clearings and Notable Thermodynamic and Aerosol Contrasts.pdf,'terra/modis'(3); 'terra/modis----level-3'(2); 'aqua/modis----level-3'(1), 'merra'(12); 'gdas'(2),MAT3CPRAD;MAIMCPASM;MOD08_D3,,,,0, 3, 0
5ATT9KEL,2016_Mahmood_Spatiotemporal monitoring of CO2 and CH4 over Pakistan using Atmospheric.pdf,'aqua/airs'(1), ,AIRS3STM;AIRS3C2M,AIRS3C2M;AIRX3STD;AIRS3STD;AIRX2SPC;AIRS2SPC;AIRX3C28;AIRS3C28;AIRS3C2D;AIRS3STM;AIRX2STC;AIRS2STC;AIRX2RET,,,2, 0, 10
3I9KS2IB,2016_Chatterjee_Spatio-temporal runoff estimation using TRMM satellite data and NRSC-CN method.pdf,, ,TRMM_3B42_Daily;TRMM_3B42RT_Daily,,,,0, 2, 0
3AUV9IB4,2016_Buchholz_Source and meteorological influences on air quality (CO CH4 & CO2) at a.pdf,, 'geos-chem'(10); 'geos-5'(1),MOD14A2_MAIRS;MOD14CM1,,,,0, 2, 0
BMLJUCB4,2016_Kumar_Skill of regional and global model forecast over Indian region.pdf,'aqua/airs'(1), 'gdas'(12),TRMM_3B42;AIRS2RET,AIRS3STD;AIRX3STD;AIRX2RET;AIRS3STM,,,0, 2, 4
QM5TA8RJ,2016_Machado_Seasonality of Energy Balance and Evapotranspiration in a Flooded Scrubland in.pdf,, ,TRMM_3B43,,,,0, 1, 0
BXXLEEL9,2016_Bhardwaj_Seasonal interannual and long-term variabilities in biomass burning activity.pdf,'terra/modis'(2); 'aqua/modis'(2); 'terra/modis----level 2'(1); 'aqua/modis----level 2'(1); 'trmm/virs'(1), ,OMNO2d;OMAEROe;TRMM_3B42;MOD08_D3,MYD11CM1N;MAM07S0;MAC06S1;OMMYDCLD;MOD11CM1N;MAC07S1;MAC06S0;MOD11CM1D;MAC07S0;MAM06S0;MYD11CM1D,,,0, 4, 11
XD294TBN,2016_Liang_Seasonal variations and source estimation of saccharides in atmospheric.pdf,'terra/modis'(2), ,MOD14A2_MAIRS;MOD14CM1,,,,0, 2, 0
U72A5TDB,2016_Hoang_Seasonal changes in water quality and Sargassum biomass in southwest Australia.pdf,, 'merra'(1),MAIMNPANA;MATMNXSLV;MODISA_L3m_NSST_Monthly_4km;MODISA_L3m_SST4_Monthly_4km;MODISA_L3m_SST_Monthly_4km;MODISA_L3m_ZLEE;MODISA_L3m_PAR;MODISA_L3m_CHL;MODISA_L3m_POC,,,,0, 9, 0
3A73QJUC,2016_Sitnov_Satellite-derived peculiarities of total ozone field under atmospheric blocking.pdf,'aqua/airs'(1), ,AIRS3STD;AIRX3STD,,,,0, 2, 0
ACA74C78,2016_Lekkas_Satellite based detection of Volcanic SO2 over Pakistan.pdf,, ,OMSO2e,,,,0, 1, 0
2UG7TWBR,2016_Cabrerizo_Saharan dust inputs and high UVR levels jointly alter the metabolic balance of.pdf,'nimbus-7/toms'(1), 'merra-2'(1); 'merra'(1),TOMSEPL3;TOMSN7L3;OMAERUVd;M2TMNXRAD,,,,0, 4, 0
YFDWXZI6,2016_Mott_Resource partitioning between species and sexes in Great Frigatebirds and.pdf,'aqua/modis'(1), 'merra'(1),MODISA_L3m_CHL_8d_4km;MATMNXSLV;MODISA_L3m_NSST_Monthly_4km,,,,0, 3, 0
ZL4D2MLJ,2016_Leite-Castro_Reproductive biology of the sea cucumber Holothuria grisea in Brazil.pdf,, ,TRMM_3B43;MODISA_L3m_CHL;MOD08_M3;MYD08_M3,,,,0, 4, 0
ZICYWRCE,2016_Kumar_Remote monitoring of sediment dynamics in a coastal lagoon.pdf,'terra/modis'(4); 'aqua/modis'(3); 'terra/modis----level 1'(1), ,MATMNXLND;GSSTFM,MYD11CM1N;MAM07S0;MAC06S1;MOD11CM1N;MAC07S1;MAC06S0;MOD11CM1D;MAC07S0;MAM06S0;MYD11CM1D,,,0, 2, 10
ZK43D3ZL,2016_Danelichen_Relations of vegetation and water indices to volumetric soil water content in.pdf,, ,TRMM_3B43,,,,0, 1, 0
SV4QDJ9J,2016_Singh_Ranking South African provinces on the basis of MERRA 2D surface incident.pdf,, 'merra'(4),MATMNXRAD,,,,0, 1, 0
JVPAEJM5,2016_Ibrahim-Bathis_Rainfall-runoff modelling of Doddahalla watershed—an application of HEC-HMS and.pdf,, ,TRMM_3B42,,,,0, 1, 0
PSHD8HUC,2016_Indu_Rainfall screening methodology using TRMM data over a river basin.pdf,'trmm/pr'(4); 'trmm/tmi'(3), 'tmpa'(2),TRMM_3B42;TRMM_2A21;TRMM_2A23;TRMM_2A25,,,,0, 4, 0
9IAYFJHX,2016_Lega_Quantifying the environmental impact of pollutant plumes from coastal rivers.pdf,, 'imerg'(2),TRMM_3B42;GPM_3IMERGHH,,,,0, 2, 0
GU7MG8MY,2016_Elguindi_Quantifying some of the impacts of dust and other aerosol on the Caspian Sea.pdf,, ,MOD08_M3;MYD08_M3;MIL3MAE;SWDB_L3M05;SWDB_L3M10,,,,0, 5, 0
E3SCFBI4,2016_Koplitz_Public health impacts of the severe haze in Equatorial Asia in.pdf,'terra/modis'(4); 'aqua/modis'(1), 'geos-chem'(5),MOD08_D3;OMAERUVd,,,,0, 2, 0
A28SMSQU,2016_Kumar_Prediction of remotely sensed cloud related parameters over an inland urban.pdf,, ,MOD08_M3;MYD08_M3;GLDAS_NOAH025_M;GLDAS_NOAH10_M,,,,0, 4, 0
JJ4LM23I,2016_Wijesundera_Predicting Cyclone Induced Flood.pdf,, ,TRMM_3B42,,,,0, 1, 0
V7DJ4N47,2016_Wulff_Physical and ecological processes at a moving ice edge in the Fram Strait as.pdf,'gcom-w1/amsr2'(1), 'merra'(4),MAI3CPASM,,,,0, 1, 0
VE36J6J4,2016_Kumar_Performance of weather research and forecasting model with variable horizontal.pdf,, ,TRMM_3B42,,,,0, 1, 0
Z8M2CTQP,2016_van der Does_Particle size traces modern Saharan dust transport and deposition across the.pdf,'terra/modis'(4); 'aqua/modis'(1), 'gdas'(1),MOD08_M3;TRMM_3B42_Daily,,,,0, 2, 0
QKBLS7R8,2016_Aris_One-minute rain rate statistics prediction using Ito-Hosoya model in Malaysia.pdf,'trmm/pr'(2); 'trmm/tmi'(2), 'tmpa'(5),TRMM_3B43;TRMM_3A25;TRMM_3A12,,,,0, 3, 0
FZT3WBZK,2016_Ferreira_On the relationship between atmospheric water vapour transport and.pdf,'trmm/tmi'(1), ,TRMM_3B42,,,,0, 1, 0
WLGLMAU3,2016_Tapia_New classification scheme for ozone monitoring stations based on frequency.pdf,, ,OMNO2d,,,,0, 1, 0
M88F7PN8,2016_Scroxton_Natural attrition and growth frequency variations of stalagmites in southwest.pdf,, 'gdas'(1),TRMM_3B42_Daily,,,,0, 1, 0
Q8SW6UUB,2016_Leal_Multi-scale assessment of human-induced changes to Amazonian instream habitats.pdf,, ,TRMM_3B42;TRMM_3B43,,,,0, 2, 0
HYKNPYLQ,2016_Tudor_Modelling origin and transport fate of waste materials on the southeastern.pdf,'aura/omi'(1); 'aqua/modis'(1), ,TRMM_3B42;TRMM_3B42RT;MOD08_D3;MYD08_D3;OMAEROe;OMAERUVd,,,,0, 6, 0
BLU8FGV8,2016_Reddy_Meteorological factors contributing to the interannual variability of midsummer.pdf,, 'geos-chem'(1),OMNO2d,,,,0, 1, 0
T4D94WNT,2016_Wang_Mapping and quantifying Sargassum distribution and coverage in the Central West.pdf,'aqua/modis'(6); 'terra/modis'(5); 'aqua/airs'(2), ,AIRX3STM;TRMM_3B43;OMAERUVd,MYD11CM1N;AIRX3STD;MAM07S0;MAC06S1;AIRS3STD;MOD11CM1N;MAC07S1;AIRS3STM;MAC06S0;MOD11CM1D;MAC07S0;AIRX2RET;MAM06S0;MYD11CM1D,,,0, 3, 14
VHSSIVWJ,2016_Qi_Long-term trend of Ulva prolifera blooms in the western Yellow Sea.pdf,'terra/modis'(6); 'aqua/modis'(6); 'terra/modis----level-0'(1); 'aqua/modis----level-0'(1); 'trmm/tmi'(1), 'merra'(1),MODISA_L3m_NSST_Monthly_4km;MODISA_L3m_SST4_Monthly_4km;MODISA_L3m_SST_Monthly_4km;MODISA_L3m_PAR;TRMM_3B43;MAT1NXSLV,,,,0, 6, 0
RE5TW55D,2016_Duchi_Long-term (2002–2012) investigation of Saharan dust transport events at Mt.pdf,'aura/omi'(1), ,OMAERUVd;OMTO3d,,,,0, 2, 0
8Y2WIEHK,2016_Allen_Lake outburst and debris flow disaster at Kedarnath June 2013.pdf,'terra/modis'(1), ,TRMM_3B42_Daily,,,,0, 1, 0
94PUKPKY,2016_Yousif_Integration of geological investigations with multi-GIS data layers for water.pdf,, 'penman-monteith'(2),TRMM_3B43,,,,0, 1, 0
PQASANBS,2016_Wu_Influence of Climate Extremes and Land Use on Fecal Contamination of Shallow.pdf,, ,TRMM_3B42_Daily,,,,0, 1, 0
DJ59PL84,2016_Nazeer_Improved water quality retrieval by identifying optically unique water classes.pdf,'terra/modis'(1); 'terra/modis----level-3'(1), ,MOD08_D3;OMTO3e;OMDOAO3e,,,,0, 3, 0
NAW72KFW,2016_Ko_Impact of Satellite Remote Sensing Data on Simulations of Coastal Circulation.pdf,'trmm/pr'(2); 'trmm/tmi'(2); 'aqua/modis'(1), ,TRMM_3B43,MYD11CM1N;LPRM_TMI_SOILM2;MAM07S0;MAC06S1;LPRM_TMI_NT_SOILM3;MAC07S1;LPRM_TMI_DY_SOILM3;MAC06S0;MAC07S0;GPM_1CTRMMTMI;TRMM_3A11;MAM06S0;MYD11CM1D,,,0, 1, 13
XIMWUC3V,2016_Unnikrishnan_Impact of high resolution land surface initialization in Indian summer monsoon.pdf,, 'merra'(5),TRMM_3B42_Daily;MATMNXSLV;MAT1NXFLX;MST1NXMLD,,,,0, 4, 0
ZDZLZ74P,2016_Srivastava_Identification of Suitable Natural Calibration Test Site for the Calibration of.pdf,'terra/modis'(2), ,MIL3DAE;OMTO3e;OMAEROe;MOD08_D3,,,,0, 4, 0
AZRCSPU5,2016_Chand_Heterogeneity in Fluctuations of Glacier with Clean Ice-Covered Debris-Covered.pdf,, 'merra'(8); 'geos-5'(1),MAIMNPANA,,,,0, 1, 0
U9AV6HPV,2016_Chung_Global fine-mode aerosol radiative effect as constrained by comprehensive.pdf,, 'merra'(1),M2TMNXAER,,,,0, 1, 0
NP3VI7J5,2016_Dixon_Forecasting reservoir inflows using remotely sensed precipitation estimates.pdf,, 'tmpa'(2),TRMM_3B42_Daily;TRMM_3B43,,,,0, 2, 0
PQPHDDHC,2016_Kamra_Evolution of the impacts of the 2009–10 El Niño and the 2010–11 La Niña on.pdf,, ,TRMM_3B43;MOD08_M3,,,,0, 2, 0
DCZ3H6KJ,2016_Londono_Evidence of recent deep magmatic activity at Cerro Bravo-Cerro Machín volcanic.pdf,, ,OMSO2e,,,,0, 1, 0
QVWKHMSZ,2016_Scaglione_Evaluation of the impact of atmospheric ozone and aerosols on the horizontal.pdf,, ,OMAEROe;OMTO3e;OMTO3d,,,,0, 3, 0
ABLKCUDJ,2016_He_Evaluating Surface Variables Simulated by the North American Regional Climate.pdf,, ,GLDAS_NOAH025_M;GLDAS_NOAH10_M,,,,0, 2, 0
IZ9GQPCD,2016_Friese_Environmental factors controlling the seasonal variability in particle size.pdf,, ,TRMM_3B42_Daily,,,,0, 1, 0
EWHSEVV6,2016_Corbari_Effect of intense short rainfall events on coastal water quality parameters.pdf,'terra/modis'(1); 'aqua/modis'(1), ,TRMM_3B42_Daily,,,,0, 1, 0
UXP9FHSD,2016_Yu_Dust aerosol properties and radiative forcing observed in spring during.pdf,'aura/omi'(1); 'terra/modis'(1), ,OMTO3e;OMTO3d;OMAEROe;OMAERUVd,,,,0, 4, 0
PZ37ZEVC,2016_Wainwright_Dual calibrated dosimeter for simultaneous measurements of erythemal and.pdf,, ,OMAEROe;OMTO3d,,,,0, 2, 0
JQ2SZC8U,2016_Druyan_Downscaling GISS ModelE boreal summer climate over Africa.pdf,, ,TRMM_3B42,,,,0, 1, 0
WA7TCZBF,2016_Middey_Disposition of Lightning Activity Due to Pollution Load during Dissimilar.pdf,'terra/modis----level 3'(1); 'aqua/modis----level 3'(1); 'aura/omi'(1), ,TRMM_3B43,,,,0, 1, 0
MBPNPF8K,2016_Faour_Detecting Changes in Vegetation Trends in the Middle East and North Africa.pdf,, ,TRMM_3B43,,,,0, 1, 0
NS28T793,2016_Kang_Column-integrated aerosol optical properties and direct radiative forcing over.pdf,'terra/modis'(4); 'terra/modis----level 3'(1); 'aura/omi'(1), ,MOD08_D3;MOD08_M3;OMAEROe;OMAERUVd,,,,0, 4, 0
AYS3F664,2016_Jury_Climate influences on upper Limpopo River flow.pdf,, 'penman-monteith'(1),GLDAS_NOAH025_3H;GLDAS_NOAH025_M;GLDAS_NOAH10_M;MATMNXFLX;MAT1NXFLX,,,,0, 5, 0
3RHKXJ6J,2016_Chauhan_Characteristic changes in aerosol and meteorological parameters associated with.pdf,'terra/modis'(4); 'aqua/modis'(1), 'gdas'(1),MOD08_D3;MYD08_D3;AIRX3STD;AIRS3STD;OMTO3d;OMTO3e;OMDOAO3e,,,,0, 7, 0
6EVR58DP,2016_Wang_Biological and Nutrient Responses to a Typhoon in the Yangtze Estuary and the.pdf,'aqua/modis'(1); 'trmm/tmi'(1), ,TRMM_3B42_Daily,,,,0, 1, 0
DB86TJXH,2016_Ganguly_Atmospheric changes observed during April 2015 Nepal earthquake.pdf,'aura/omi'(4); 'terra/modis'(3), ,MOD08_D3;OMNO2d;OMTO3e;OMTO3d;OMAERUVd,OMNO2;OMI_MINDS_NO2d;OMO3PR;OMNO2d;OMTO3e;OMDOAO3e;OMTO3G;OMI_MINDS_NO2;OMTO3d;OMDOAO3G;OMDOAO3Z;OMNO2G;OMNO2_CPR;OMDOAO3,,,3, 2, 11
XP4XKJQA,2016_Zaninovich_Atlantic Forest replacement by non-native tree plantations.pdf,, ,TRMM_3B43,,,,0, 1, 0
2HUWQAXN,2016_Oliveira_Assessment of remotely sensed chlorophyll-a concentration in Guanabara Bay.pdf,, ,TRMM_3B43;MODISA_L3m_PAR,,,,0, 2, 0
L2JW4ZV5,2016_Lamchin_Assessment of land cover change and desertification using remote sensing.pdf,, ,GPCPMON;AIRS3STM;AIRX3STM,,,,0, 3, 0
9T9KG998,2016_Bushair_Assessment of Kalpana-1 Rainfall Product over Indian Meteorological.pdf,'trmm/pr'(1); 'trmm/tmi'(1), 'tmpa'(30),TRMM_3B42,,,,0, 1, 0
3VWIQ8KP,2016_Gruzdev_Anomalies of the ozone and nitrogen dioxide contents in the stratosphere over.pdf,, ,OMTO3e;OMTO3d,,,,0, 2, 0
WEXWEQ4V,2016_Ghosh_Analysis of the photochemical production of ozone using Tropospheric.pdf,'aura/omi'(1), 'gdas'(1),OMNO2d,OMNO2;OMI_MINDS_NO2d;OMNO2d;OMI_MINDS_NO2;OMNO2G;OMNO2_CPR,,,1, 0, 5
MF6WXRKC,2016_Khodayar_A seamless weather–climate multi-model intercomparison on the representation of.pdf,, 'tmpa'(1),TRMM_3B42,,,,0, 1, 0
VBGGLXJ5,2016_Akers_An extended and higher-resolution record of climate and land use from.pdf,, ,TRMM_3B43,,,,0, 1, 0
T7AU9XBV,2016_Adesina_Intercomparison and assessment of long-term (2004–2013) multiple satellite.pdf,'terra/modis'(19); 'aqua/modis'(18); 'meteor-3/toms----level-2'(1); 'aura/omi'(1), ,MOD08_D3;MYD08_D3;MIL3DAE;OMAERUVd,MYD11CM1N;MAM07S0;MAC06S1;OMUFPITMET;MOD11CM1N;OMVFPITMET;MAC07S1;MAC07S0;MAC06S0;MOD11CM1D;OMMYDCLD;MAM06S0;MYD11CM1D,,,0, 4, 13
YNJ3C7RU,2016_Abera_Comparative evaluation of different satellite rainfall estimation products and.pdf,, 'tmpa'(1),TRMM_3B42,,,,0, 1, 0
KN3ITY2V,2017_Singh_Impact of aerosols and cloud parameters on Indian summer monsoon rain at.pdf,'aura/omi'(1), ,TRMM_3B42_Daily;MOD08_D3;MYD08_D3;OMAERUVd,,,,0, 4, 0
MEAU54UK,2017_Unnikrishnan_A study on the role of land-atmosphere coupling on the south Asian monsoon.pdf,, ,TRMM_3B42,,,,0, 1, 0
35H99QL9,2016_Das_A study on seasonal change in feeding habit health status and reproductive.pdf,, ,TRMM_3B42_Daily,,,,0, 1, 0
KSTK8HYX,2016_Field_Indonesian fire activity and smoke pollution in 2015 show persistent nonlinear.pdf,'aura/mls'(1); 'aqua/airs'(1); 'aura/omi'(1); 'terra/modis'(1); 'aqua/modis'(1), ,TRMM_3B42RT;ML2CO;AIRS3STD;AIRX3STD;OMAERUVd;OMTO3d;MOD08_D3;MYD08_D3,AIRX3STD;AIRS3STD;ML2CO_NRT;ML2CO;ML3DBCO;ML3MBCO;AIRS3STM;ML2DGG;AIRX2RET;ML3DZCO,,,3, 5, 7
B7RHFCBF,2016_Behara_An OGCM study of the impact of rain and river water forcing on the Bay of Bengal.pdf,, ,GSSTFMC;SeaWiFS_L3m_CHL_8d;TRMM_3B43,,,,0, 3, 0
ENIMZLMB,2017_Ali_Spatio-temporal analysis of aerosol concentration over Saudi Arabia using.pdf,'terra/modis'(7); 'aqua/modis'(7); 'terra/modis----level 3'(1); 'aqua/modis----level 3'(1), 'merra'(3),MOD08_M3;MYD08_M3;MATMNXSLV,,,,0, 3, 0
R55QKFFM,2017_Bhattacharya_Role of aerosols in modulating cloud properties during active–break cycle of.pdf,, ,TRMM_3B42;TRMM_2A12,,,,0, 2, 0
4YRC265I,2017_Bibi_Characterization of absorbing aerosol types using ground and satellites based.pdf,'terra/modis'(3); 'aura/omi'(1); 'aqua/modis'(1), 'merra'(1),OMTO3d;OMAERUVd,OMO3PR;OMDOAO3G;OMTO3G;OMTO3e;OMDOAO3e;OMTO3d;OMDOAO3Z;OMDOAO3,,,1, 1, 7
JJGWPPRV,2017_Bilal_Validation of MODIS and VIIRS derived aerosol optical depth over complex.pdf,'terra/modis'(4); 'terra/modis----level 1b'(1); 'terra/modis----level 2'(1), ,OMTO3e;OMTO3d,,,,0, 2, 0
849NV276,2017_Chate_Climate indicators for lightning over sea sea–land mixed and land-only.pdf,, ,MST1NXMLD;MAT1NXFLX;M2TMNXSLV,,,,0, 3, 0
