zotero key, pdf key, title, mission/instruments, models, dois, datasets, dois & datasets mapped
HGHLM9L8,QP99A9BF,2019_Postylyakov_Preliminary validation of high-detailed GSA-Resurs-P tropospheric NO2 maps with.pdf,'aura/omi'(2), 'gdas'(1), 
JMH6JSW3,JLGKKJVJ,2019_Thakur_Enhancement of carbon monoxide concentration in atmosphere due to large scale.pdf,'aqua/airs'(3), 'gdas'(1), 10.5067/Aqua/AIRS/DATA303, , AIRS3STD
G58ZRSDK,5MT9GE3R,2019_Dreessen_A Sea Level Stratospheric Ozone Intrusion Event Induced within a Thunderstorm.pdf,, 'merra-2'(13); 'merra'(13), 10.5067/HO9OVZWF3KW2, , M2I3NVCHM
E66AWFCX,9V867JFV,2019_McCoy_Cloud feedbacks in extratropical cyclones.pdf,'aqua/modis'(2); 'aqua/amsr-e'(1); 'aqua/airs'(1), 'merra-2'(1); 'merra'(1), 10.5067/Aqua/AIRS/DATA207, , AIRX2SUP
98Y5WUHK,WZX6HL3M,2019_Monsieurs_A susceptibility-based rainfall threshold approach for landslide occurrence.pdf,, 'tmpa'(19); 'imerg'(1), 10.5067/TRMM/TMPA/3H-E/7, , TRMM_3B42RT
AMPL337B,5N36K5RD,2011_Baker_Nitrogen processes in coastal and marine ecosystems.pdf,, , 
2HUINTFV,U45V3WXD,2020_Gil_Reproductive timing and synchronized reproduction of the sea urchin.pdf,'aqua/modis'(1), , 
ACX742RI,LZHXH8RH,2011_Fallet_Contrasting variability in foraminiferal and organic paleotemperature proxies.pdf,, , 
7CHEAJBW,G6JI4ETW,2016_Gaetani_A synoptic characterization of the dust transport and associated thermal.pdf,'terra/modis'(1); 'aqua/modis'(1), 'merra'(8); 'geos-5'(1), 
MEF88V3W,JM4MBWJG,2016_Turner_Variation in vegetation cover and livestock mobility needs in Sahelian West.pdf,, , 
EVJYBN45,XTJP3XAU,2017_Sulochana_Rainrate and rain attenuation statistics for different homogeneous regions of.pdf,, 'tmpa'(1), 
2BZR6P8I,47GJLE97,2016_Kluger_Assessing the ecosystem impact of scallop bottom culture through a community.pdf,'aqua/modis'(1), , 
9UV24NE8,L3QTB24M,2016_Hamunyela_Using spatial context to improve early detection of deforestation from Landsat.pdf,, , 
WGXXZIJW,IUTVRRDV,2016_Fan_Urbanization and environmental change during the economic transition on the.pdf,'aura/omi'(1), 'merra'(2), 
J9YXUTD8,2X9H6FZX,2016_Wang_Transport characteristics of Chinese haze over Northern Taiwan in winter.pdf,'aqua/modis----level 3'(1), 'gdas'(1), 
TTENSJGW,H989YWFK,2016_Kumar_The influence of meteorological parameters and atmospheric pollutants on.pdf,'aura/omi----level 3'(2); 'aura/omi'(2); 'terra/modis----level 3'(1), , 
HEICYIYR,L8VSVIB2,2016_Chen_Temporal variations of volume transport through the Taiwan Strait as.pdf,, , 
HDAQBIKN,79WKM5VN,2016_Tarakanov_Sea surface temperature simulation and forecast.pdf,, , 
7ABUZWPN,YR7CF3ZS,2016_Gucu_Recent changes in the spawning grounds of Black Sea anchovy Engraulis.pdf,, , 
QBML2MIR,ZXA7J6YA,2016_Qu_Opposite seasonality of the aerosol optical depth and the surface particulate.pdf,, , 
MQSHFBC6,WLGLMAU3,2016_Tapia_New classification scheme for ozone monitoring stations based on frequency.pdf,, , 
RSRNUAJP,M88F7PN8,2016_Scroxton_Natural attrition and growth frequency variations of stalagmites in southwest.pdf,, 'gdas'(1), 
HX25UAE3,7U2C38SS,2016_Reymond_Heterozoan carbonates from the equatorial rocky reefs of the Galápagos.pdf,'aqua/modis'(3), , 
CVNTRBLX,2AABIFKV,2016_Langone_Dynamics of particles along the western margin of the Southern Adriatic.pdf,, , 
X52G5WJL,79KPXFLK,2016_Kluger_Carrying capacity simulations as a tool for ecosystem-based management of a.pdf,'aqua/modis'(1), , 
4767DX6T,6EVR58DP,2016_Wang_Biological and Nutrient Responses to a Typhoon in the Yangtze Estuary and the.pdf,'aqua/modis'(1); 'trmm/tmi'(1), , 
3GKI8CKG,L2JW4ZV5,2016_Lamchin_Assessment of land cover change and desertification using remote sensing.pdf,, , 
L2JQQFBA,REMZTHZN,2016_Zhu_Black Carbon Aerosols at Mt.pdf,'terra/modis----level-2'(2); 'terra/modis'(1); 'aqua/modis'(1), , 
FUV9UDJP,PBJAXBJ3,2016_Vincent_Variability of mineral dust deposition in the western Mediterranean basin and.pdf,'meteosat/seviri'(1); 'terra/modis'(1); 'aqua/modis'(1), , 
M96T65PZ,MEAU54UK,2017_Unnikrishnan_A study on the role of land-atmosphere coupling on the south Asian monsoon.pdf,, , 
NLUDXLBP,82ZVNDI3,2016_Tremblay_Response of three krill species to hypoxia and warming.pdf,'aqua/modis'(2), , 
D2DHU4HD,KN3ITY2V,2017_Singh_Impact of aerosols and cloud parameters on Indian summer monsoon rain at.pdf,'aura/omi'(1), , 
XWDD4XFK,7JAV9BR9,2016_Robitzch_Productivity and sea surface temperature are correlated with the pelagic larval.pdf,, , 
UDVK4FE5,AHL99NIC,2016_Sagar_High-resolution Sr-Ca ratios in a Porites lutea coral from Lakshadweep.pdf,'terra/modis'(6); 'aqua/modis'(1), , 
WMSV5FTA,P3IZLSFT,2016_Prakash_Assessment of TRMM-based TMPA-3B42 and GSMaP precipitation products over India.pdf,'trmm/pr'(1); 'trmm/tmi'(1), 'tmpa'(96); 'imerg'(2), 
N735ICIE,YPPJIEST,2016_Metzger_Aerosol water parameterisation.pdf,, , 
7SVEYB9M,UHZG2W9M,2016_Lough_Environmental drivers of growth in massive Porites corals over 16 degrees of.pdf,'aqua/modis'(1), , 
4S2SCP2X,9JBQ75PN,2016_Landry_Plankton dynamics and biogeochemical fluxes in the Costa Rica Dome.pdf,'aqua/modis'(1), , 
N44X2CLZ,BMLJUCB4,2016_Kumar_Skill of regional and global model forecast over Indian region.pdf,'aqua/airs'(1), 'gdas'(12), 
BRPXNR9X,VE36J6J4,2016_Kumar_Performance of weather research and forecasting model with variable horizontal.pdf,, , 
HWK27BE3,A28SMSQU,2016_Kumar_Prediction of remotely sensed cloud related parameters over an inland urban.pdf,, , 
W7KTFGGV,JSZQCEWM,2017_Kudela_Death from below.pdf,'aqua/modis'(1), , 
I8LIVJG8,3MZVCABY,2016_Jury_Summer climate of Madagascar and monsoon pulsing of its vortex.pdf,, 'merra'(5), 
65M4Y2VM,MF6WXRKC,2016_Khodayar_A seamless weather–climate multi-model intercomparison on the representation of.pdf,, 'tmpa'(1), 
LBTZUQ4C,WEXWEQ4V,2016_Ghosh_Analysis of the photochemical production of ozone using Tropospheric.pdf,'aura/omi'(1), 'gdas'(1), 
B23DISBH,JQ2SZC8U,2016_Druyan_Downscaling GISS ModelE boreal summer climate over Africa.pdf,, , 
ACURP7Q4,DNHNMUWF,2016_Fountoukis_Simulating the formation of carbonaceous aerosol in a European Megacity (Paris).pdf,, , 
JWXHUH6L,GU7MG8MY,2016_Elguindi_Quantifying some of the impacts of dust and other aerosol on the Caspian Sea.pdf,, , 
B3PTLQR3,NP3VI7J5,2016_Dixon_Forecasting reservoir inflows using remotely sensed precipitation estimates.pdf,, 'tmpa'(2), 
N9USC47K,4CH733CV,2016_Crosbie_Stratocumulus Cloud Clearings and Notable Thermodynamic and Aerosol Contrasts.pdf,'terra/modis'(3); 'terra/modis----level-3'(2); 'aqua/modis----level-3'(1), 'merra'(12); 'gdas'(2), 
Z6NP8UMR,V2KYEY7L,2016_Crippa_Evaluating the skill of high-resolution WRF-Chem simulations in describing.pdf,'terra/modis'(12); 'aqua/modis'(9), , 
SBRYJYTW,BXXLEEL9,2016_Bhardwaj_Seasonal interannual and long-term variabilities in biomass burning activity.pdf,'terra/modis'(2); 'aqua/modis'(2); 'terra/modis----level 2'(1); 'aqua/modis----level 2'(1); 'trmm/virs'(1), , 
TTF7MWV9,9T9KG998,2016_Bushair_Assessment of Kalpana-1 Rainfall Product over Indian Meteorological.pdf,'trmm/pr'(1); 'trmm/tmi'(1), 'tmpa'(30), 
WFEQYXMC,3AUV9IB4,2016_Buchholz_Source and meteorological influences on air quality (CO CH4 & CO2) at a.pdf,, 'geos-chem'(10); 'geos-5'(1), 
ZH8AIMVE,VTQVQLG6,2016_Baptista_The Influence of Environmental Factors and Fishing Pressure on Catch Rates of.pdf,'aqua/modis'(1), , 
H54NWIFT,MCK2SIE9,2016_Axson_Transported Mineral Dust Deposition Case Study at a Hydrologically Sensitive.pdf,, , 
YH5YYESU,8Y2WIEHK,2016_Allen_Lake outburst and debris flow disaster at Kedarnath June 2013.pdf,'terra/modis'(1), , 
9KE77DJ6,QU2HE2DI,2016_Adesina_Aerosol-Cloud-Precipitation Interactions over Major Cities in South Africa.pdf,'terra/modis'(2); 'aqua/modis'(1); 'aura/omi'(1), 'gdas'(1), 
PHZWFQD3,ZTSGJMIU,2016_Taneja_Time series analysis of aerosol optical depth over New Delhi using Box–Jenkins.pdf,'terra/modis'(3), , 
K98BCFAV,PZNIIWF7,2016_Kambezidis_The solar dimming-brightening effect over the Mediterranean Basin in the period.pdf,'trmm/tmi'(1); 'aqua/modis'(1); 'terra/modis'(1), 'merra'(17); 'geos-5'(2); 'merra-2'(2), 
Y9H3IJXN,H2K6Q4F3,2016_Coxon_The impact of urban expansion and agricultural legacies on trace metal.pdf,'terra/modis'(1), , 
YXAXR66Z,XZ9DH4TS,2016_Rigual-Hernández_The fate of diatom valves in the Subantarctic and Polar Frontal Zones of the.pdf,, , 
FSNB3F8C,6TUQ2NZA,2016_Fernández_Testing the skill of numerical hydraulic modeling to simulate spatiotemporal.pdf,, , 
4KJR9VDK,GD2R8M5T,2016_Bouwmeester_Spawning of coral reef invertebrates and a second spawning season for.pdf,'aqua/modis'(1), , 
INCHQV43,KUMTU6Z8,2016_Kaiser_Sources of sedimentary biomarkers and proxies with potential paleoenvironmental.pdf,, , 
T456YE54,UY96LXZP,2016_Beegum_Simulating aerosols over Arabian Peninsula with CHIMERE.pdf,'terra/modis'(1); 'aqua/modis'(1), 'ncep-gfs'(1), 
UJNDFPIY,XD294TBN,2016_Liang_Seasonal variations and source estimation of saccharides in atmospheric.pdf,'terra/modis'(2), , 
7AB3SM58,N3CREB32,2016_Puerta_Seasonal variability of cephalopod populations.pdf,, , 
SA5IJVGQ,4BNZM67A,2016_Tariq_Satellite and ground-based remote sensing of aerosols during intense haze event.pdf,'aqua/modis'(8); 'terra/modis'(7), , 
4SNBWBU4,ZICYWRCE,2016_Kumar_Remote monitoring of sediment dynamics in a coastal lagoon.pdf,'terra/modis'(4); 'aqua/modis'(3); 'terra/modis----level 1'(1), , 
6NZMPH6S,ZK43D3ZL,2016_Danelichen_Relations of vegetation and water indices to volumetric soil water content in.pdf,, , 
JCBYKJ9L,BA4MQ3JA,2016_Gopal_Regional trends of aerosol optical depth and their impact on cloud properties.pdf,'terra/modis'(9); 'aqua/modis'(7); 'terra/modis----level 3'(1); 'aqua/modis----level 3'(1), , 
VWWI4LXB,A7P2K2RR,2016_Chen_Regional prediction of carbon isotopes in soil carbonates for Asian dust source.pdf,'terra/modis'(1), , 
S3T5Y8RC,52UI9QTH,2016_Beaugrand_Quasi-deterministic responses of marine species to climate change.pdf,, , 
RV2WFVIG,UMYIU2VZ,2016_Chu_Quantifying organic aerosol single scattering albedo over the tropical biomass.pdf,, , 
MN48K979,FZT3WBZK,2016_Ferreira_On the relationship between atmospheric water vapour transport and.pdf,'trmm/tmi'(1), , 
RX3993ZX,5NFH8GF3,2016_Chakraborty_Nutritional Composition of Edible Oysters (Crassostrea madrasensis L.pdf,'aqua/modis'(2), , 
TQIMN59X,VHSSIVWJ,2016_Qi_Long-term trend of Ulva prolifera blooms in the western Yellow Sea.pdf,'terra/modis'(6); 'aqua/modis'(6); 'terra/modis----level-0'(1); 'aqua/modis----level-0'(1); 'trmm/tmi'(1), 'merra'(1), 
SPP8P4CK,WEN2EDWF,2016_Malinverno_Latitudinal distribution of extant fossilizable phytoplankton in the Southern.pdf,, , 
3JYUI2AU,JCYSCDV6,2016_Takata_Latitudinal change in benthic foraminiferal fauna by ITCZ movement along the.pdf,, , 
HQEQZDHA,ACHI2LH2,2016_Chen_Latitudinal and interannual variations of the spring phytoplankton bloom peak.pdf,'aqua/modis----level-3'(1); 'aqua/modis'(1), , 
M46S42GA,T7AU9XBV,2016_Adesina_Intercomparison and assessment of long-term (2004–2013) multiple satellite.pdf,'terra/modis'(19); 'aqua/modis'(18); 'meteor-3/toms----level-2'(1); 'aura/omi'(1), , 
AIVCEXSQ,DJ59PL84,2016_Nazeer_Improved water quality retrieval by identifying optically unique water classes.pdf,'terra/modis'(1); 'terra/modis----level-3'(1), , 
CIQLWYIU,PQPHDDHC,2016_Kamra_Evolution of the impacts of the 2009–10 El Niño and the 2010–11 La Niña on.pdf,, , 
Y9RMC59P,DCZ3H6KJ,2016_Londono_Evidence of recent deep magmatic activity at Cerro Bravo-Cerro Machín volcanic.pdf,, , 
IBXQ6WU8,EWHSEVV6,2016_Corbari_Effect of intense short rainfall events on coastal water quality parameters.pdf,'terra/modis'(1); 'aqua/modis'(1), , 
DXPIYL7Y,PZ37ZEVC,2016_Wainwright_Dual calibrated dosimeter for simultaneous measurements of erythemal and.pdf,, , 
BUH5VELJ,GMMMBDJ6,2016_Parajuli_Diagnostic evaluation of the Community Earth System Model in simulating mineral.pdf,'aqua/modis'(2); 'aqua/modis----level 3'(1), , 
YLKKV9EM,MBPNPF8K,2016_Faour_Detecting Changes in Vegetation Trends in the Middle East and North Africa.pdf,, , 
R2NJRGQ3,YA3ZMQTB,2016_Martin_Cyclic fluctuations of blue whiting (Micromesistius poutassou) linked to.pdf,, , 
BDP8PRMJ,6QCZQXB6,2016_Feng_Comparison of Valid Ocean Observations Between MODIS Terra and Aqua Over the.pdf,'aqua/modis'(25); 'terra/modis'(20); 'aqua/modis----level-2'(1); 'terra/modis----level-2'(1), , 
88KIV2NR,YNJ3C7RU,2016_Abera_Comparative evaluation of different satellite rainfall estimation products and.pdf,, 'tmpa'(1), 
CG7Z2FT3,THSZC4E9,2016_Creamean_Colorado air quality impacted by long-range-transported aerosol.pdf,'terra/modis'(2), 'gdas'(2), 
J4HIDJE4,DB86TJXH,2016_Ganguly_Atmospheric changes observed during April 2015 Nepal earthquake.pdf,'aura/omi'(4); 'terra/modis'(3), , 
TYRQZLAH,52LYGTSQ,2016_Fensterseifer_Assessment of the TRMM 3B42 Precipitation Product in Southern Brazil.pdf,, 'tmpa'(3), 
G9TGQFRR,2HUWQAXN,2016_Oliveira_Assessment of remotely sensed chlorophyll-a concentration in Guanabara Bay.pdf,, , 
KA9UY5RE,VBGGLXJ5,2016_Akers_An extended and higher-resolution record of climate and land use from.pdf,, , 
VWZ7IKVL,8V9DZD5R,2016_Thakur_Ambient Air Quality Status and Its Sources in Urban and Semi-urban Locations of.pdf,'terra/modis'(3), , 
MWFX6IPY,BMGQDXWY,2016_Palancar_Aerosol radiative forcing efficiency in the UV-B region over central Argentina.pdf,'terra/modis'(6); 'aqua/modis'(6); 'aura/omi'(1), , 
UAIRNM3W,DB9ZK2SX,2016_Giraudeau_A survey of the summer coccolithophore community in the western Barents Sea.pdf,'aqua/modis'(3), , 
38VB8M78,8JMSGJNE,2017_Amos_Sea Surface Temperature Trends in Venice Lagoon and the Adjacent Waters.pdf,'terra/modis'(4); 'aqua/modis'(2), , 
GWKCUFEH,4YRC265I,2017_Bibi_Characterization of absorbing aerosol types using ground and satellites based.pdf,'terra/modis'(3); 'aura/omi'(1); 'aqua/modis'(1), 'merra'(1), 
7CS8IISW,JJGWPPRV,2017_Bilal_Validation of MODIS and VIIRS derived aerosol optical depth over complex.pdf,'terra/modis'(4); 'terra/modis----level 1b'(1); 'terra/modis----level 2'(1), , 
AA7LLE5X,849NV276,2017_Chate_Climate indicators for lightning over sea sea–land mixed and land-only.pdf,, , 
7X3NIJW3,7UVSZGRL,2017_Faridani_Estimation of the Root-Zone Soil Moisture Using Passive Microwave Remote.pdf,, , 
Y4NSUT59,U9I58L3C,2017_Hazra_Role of interactions between cloud microphysics dynamics and aerosol in the.pdf,, 'merra'(4), 
SARDGBN5,JWUBR3HM,2017_Jury_Coastal upwelling at Cape Frio.pdf,, 'merra'(7), 
686UEMF5,UZMHRFB4,2017_Jury_Multiple Drivers of Intense Coastal Upwelling at Cape Town.pdf,, 'merra'(3), 
LDDU9ZYS,N8XPKQPD,2017_Karami_A rare case of haboob in Tehran.pdf,'terra/modis'(1), , 
TVRFNP3Z,GIE7UFYB,2017_Naik_Last glacial-interglacial productivity and associated changes in the eastern.pdf,, , 
4QZPVQES,E7VSJB4I,2017_Reimer_Latitudinal variation in the symbiotic dinoflagellate Symbiodinium of the.pdf,'aqua/modis'(1), , 
RHJCSHAM,3XP6MNPU,2017_Ruiz-Villanueva_Recent catastrophic landslide lake outburst floods in the Himalayan mountain.pdf,'terra/modis'(1), , 
HPFRSD7F,V78W2FXC,2017_Whitecross_Assessing the frequency and drivers of early-greening in broad-leaved woodlands.pdf,, , 
YQRCAIUB,Y36PTUX4,2018_Reimer_First records of zooxanthellate Zoanthus (Anthozoa.pdf,, , 
GB36HIK9,28UERSND,2017_Zhang_Spatial downscaling of TRMM-based precipitation data using vegetative response.pdf,'trmm/pr'(2); 'trmm/tmi'(1), 'tmpa'(1), 
MCF29DRX,5D29UJ8Q,2016_Zhang_Fossil and Nonfossil Sources of Organic and Elemental Carbon Aerosols in the.pdf,, , 
89M278UG,XP4XKJQA,2016_Zaninovich_Atlantic Forest replacement by non-native tree plantations.pdf,, , 
2MN2KQ66,94PUKPKY,2016_Yousif_Integration of geological investigations with multi-GIS data layers for water.pdf,, 'penman-monteith'(2), 
DKDPDDY9,UXP9FHSD,2016_Yu_Dust aerosol properties and radiative forcing observed in spring during.pdf,'aura/omi'(1); 'terra/modis'(1), , 
A3QHSZ9U,NCJECEKC,2016_Yu_The global impact factors of net primary production in different land cover.pdf,, , 
T67UWDQ2,6XQQSN5Z,2017_Yeganeh_A satellite-based model for estimating PM2.pdf,'aura/omi'(3), , 
W6T778KB,V7DJ4N47,2016_Wulff_Physical and ecological processes at a moving ice edge in the Fram Strait as.pdf,'gcom-w1/amsr2'(1), 'merra'(4), 
QJ5K6LBB,PQASANBS,2016_Wu_Influence of Climate Extremes and Land Use on Fecal Contamination of Shallow.pdf,, , 
ULM86WB2,JJ4LM23I,2016_Wijesundera_Predicting Cyclone Induced Flood.pdf,, , 
IGRP77V8,WS5X774K,2017_Wang_A Study of Characteristics and Origins of Haze Pollution in Zhengzhou China.pdf,'terra/modis'(1); 'aqua/modis'(1), 'gdas'(1), 
BMCQR3GH,T4D94WNT,2016_Wang_Mapping and quantifying Sargassum distribution and coverage in the Central West.pdf,'aqua/modis'(6); 'terra/modis'(5); 'aqua/airs'(2), , 
GHAK7YQM,XIMWUC3V,2016_Unnikrishnan_Impact of high resolution land surface initialization in Indian summer monsoon.pdf,, 'merra'(5), 
NWIVGFJP,6NYQPQ9H,2016_Vergés_Long-term empirical evidence of ocean warming leading to tropicalization of.pdf,, , 
KYNEISX5,6GEQAT96,2017_Van Holt_The consequences of landscape change on fishing strategies.pdf,, , 
DXJE38TI,VYRUSZZY,2016_Tudoroiu_Negative elevation-dependent warming trend in the Eastern Alps.pdf,'terra/modis----level 3'(1), , 
L3CI5RUA,J2WITM4E,2017_ul-Haq_Spatiotemporal assessment of CO2 emissions and its satellite remote sensing.pdf,'aqua/airs'(1), 'gdas'(1), 
ISIXB5AG,VE76IPS7,2015_Tudor_Operational validation and verification of ALADIN forecast in meteorological.pdf,, 'tmpa'(1), 
MBJ5UWKL,HYKNPYLQ,2016_Tudor_Modelling origin and transport fate of waste materials on the southeastern.pdf,'aura/omi'(1); 'aqua/modis'(1), , 
XDGXCP9N,LG5MJ6NL,2017_Tinmaker_Lightning activity with rainfall during El Nino and La Nina events over India.pdf,, , 
77WETPCZ,Z8M2CTQP,2016_van der Does_Particle size traces modern Saharan dust transport and deposition across the.pdf,'terra/modis'(4); 'aqua/modis'(1), 'gdas'(1), 
2LECBXYB,6MYXN47U,2016_Tanzil_Luminescence and density banding patterns in massive Porites corals around the.pdf,, , 
2AN9F4TK,NG3QRBZF,2017_Tarakanov_Immunocomputing and Baltic Indicator of Global Warming.pdf,, , 
J3U6FS4V,ZDZLZ74P,2016_Srivastava_Identification of Suitable Natural Calibration Test Site for the Calibration of.pdf,'terra/modis'(2), , 
7QKP2D7H,X89FQ4VW,2016_Smale_Linking environmental variables with regional-scale variability in ecological.pdf,'aqua/modis'(2), , 
ZXXNBMR3,U6VDI6E9,2016_Soliman_Genetic population structure and low genetic diversity in the over-exploited.pdf,, , 
RK27YV6L,ARE7FRSP,2017_Smale_Variability in kelp forest structure along a latitudinal gradient in ocean.pdf,'aqua/modis'(2), , 
ZGHWX9N7,3A73QJUC,2016_Sitnov_Satellite-derived peculiarities of total ozone field under atmospheric blocking.pdf,'aqua/airs'(1), , 
NRLBVTQJ,SV4QDJ9J,2016_Singh_Ranking South African provinces on the basis of MERRA 2D surface incident.pdf,, 'merra'(4), 
6JBQHP4H,LPXIM3L3,2016_Sheel_Spatio-temporal variability of CO and O3 in Hyderabad (17°N 78°E) central.pdf,, , 
V8EG4YQV,R3XEXAGW,2016_Shubhankar_Chemical characterization of carbonaceous carbon from industrial and semi urban.pdf,'terra/modis'(1), 'gdas'(1), 
B792RXF3,5ILU8HSR,2017_Shelley_Quantification of trace element atmospheric deposition fluxes to the Atlantic.pdf,, , 
73GSEACZ,M6HH3SDA,2016_Schmidt_Oxygen cycling in the northern Benguela Upwelling System.pdf,'aqua/modis----level 4'(1), , 
2HPWNAIA,QVWKHMSZ,2016_Scaglione_Evaluation of the impact of atmospheric ozone and aerosols on the horizontal.pdf,, , 
